SPs,Parent SP,Zone,Province Name,District Name,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Donor,Building,Concreate,Electricity Source,Safe Clean Water,Water Source,Gender Toilets,Waste Disposal System,hmis/dq/consultations/rep_consultations,hmis/dq/consultations/reg_consultations,hmis/dq/tb/rep_tb_sputum,hmis/dq/tb/reg_tb_sputum,hmis/dq/anc/rep_anc,hmis/dq/anc/reg_anc,hmis/dq/pcn/rep_pnc,hmis/dq/pcn/reg_pnc,hmis/dq/id/rep_instit_deliveries,hmis/dq/id/reg_instit_deliveries,hmis/dq/fp/rep_fp,hmis/dq/fp/reg_fp,hmis/dq/caesarean/rep_caesarean,hmis/dq/caesarean/reg_caesarean,hmis/dq/ms/rep_major_surgeries,hmis/dq/ms/reg_major_surgeries,hmis/dq/gmp_iycf/rep_gmp_iycf,hmis/dq/gmp_iycf/reg_gmp_iycf,hmis/dq/penta/rep_penta,hmis/dq/penta/reg_penta,hmis/dq/measles/rep_measles,hmis/dq/measles/reg_measles,hmis/dq/td2/rep_td2,hmis/dq/td2/reg_td2,hmis/newborn_deaths/rep_newborn_deaths,hmis/newborn_deaths/reg_newborn_deaths,hmis/newborn_deaths/reg_newborn_asphyxia,hmis/newborn_deaths/reg_newborn_preterm,hmis/newborn_deaths/reg_newborn_sepsis,hmis/newborn_deaths/reg_newborn_other,hmis/still_births/rep_still_births,hmis/still_births/reg_still_births,hmis/still_births/rep_still_births_fresh,hmis/still_births/reg_still_births_fresh,hmis/still_births/rep_still_births_macerated,hmis/still_births/reg_still_births_macerated
SAF,SAF,Northern,Jawzjan,Sheberghaan,Tankah Clinic (3236),HF3236 - Tankah Clinic,3236,SHC,36.6068635,65.79504618,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,547,547,,,194,194,72,72,13,13,7,7,,,,,288,288,30,30,16,16,48,48,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Kok Gunbad SC (4360),HF4360 - Kok Gunbad SC,4360,SHC,36.63960549,65.77055215,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,676,676,,,164,164,64,64,19,19,12,12,,,,,318,318,25,25,25,25,73,73,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Kok Gunbad SC (4360),HF4360 - Kok Gunbad SC,4360,SHC,36.63960549,65.77055215,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,678,678,,,153,153,42,42,10,10,7,7,,,,,256,256,25,25,20,20,53,53,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Kok Gunbad SC (4360),HF4360 - Kok Gunbad SC,4360,SHC,36.63960549,65.77055215,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,942,973,,,175,175,70,70,14,14,13,13,,,,,350,350,37,37,26,26,84,84,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Kok Gunbad SC (4360),HF4360 - Kok Gunbad SC,4360,SHC,36.63960549,65.77055215,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,879,879,,,193,193,56,56,16,16,13,13,,,,,272,272,35,35,24,24,71,71,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff,Yes,810,810,,,118,118,85,85,11,11,12,12,,,,,257,257,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,602,602,,,129,129,81,81,10,10,4,4,,,,,257,257,16,16,12,12,39,39,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,HER-AF,MoPH,Yes,Cable,Complete,Network,,Yes,619,619,,,126,126,69,69,10,10,8,8,,,,,240,240,21,21,13,13,58,58,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff,Yes,521,521,,,119,119,66,68,12,12,14,14,,,,,211,211,26,26,13,13,63,63,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,607,607,,,132,132,59,59,9,9,7,7,,,,,256,256,21,21,15,15,77,77,0,0,0,0,,0,1,1,0,0,1,1
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,365,365,,,78,78,20,20,4,4,7,7,,,,,134,134,21,21,14,14,70,70,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,322,322,,,64,64,30,30,9,9,6,6,,,,,86,86,20,20,21,21,69,69,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,244,244,,,73,73,31,31,13,13,3,3,,,,,130,130,21,21,21,21,29,29,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,291,291,,,83,83,32,32,15,15,7,7,,,,,135,135,24,24,22,22,70,70,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,392,392,,,87,87,30,30,11,11,8,8,,,,,156,156,31,31,21,21,79,79,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,399,399,,,63,63,29,29,12,12,3,3,,,,,118,118,23,23,23,23,192,192,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff,Yes,433,433,,,67,67,16,16,6,6,6,6,,,,,63,63,25,25,21,21,154,154,154,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,481,480,,,88,88,31,31,13,13,4,4,,,,,100,100,22,22,22,22,168,168,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,458,455,,,85,85,23,23,10,10,17,17,,,,,129,129,20,20,18,18,156,156,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,503,500,,,85,85,31,31,11,11,10,10,,,,,138,138,27,27,30,30,165,165,0,0,0,0,,0,1,1,1,1,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Et Mahala SHC (4877),HF4877 - Et Mahala SHC,4877,SHC,36.67572183,65.72294875,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,517,517,,,103,103,60,60,12,12,36,36,,,,,184,184,38,38,32,32,68,68,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Et Mahala SHC (4877),HF4877 - Et Mahala SHC,4877,SHC,36.67572183,65.72294875,HER-AF,Community,Yes,Cable,Complete,Well,Staff_Clients,Yes,517,517,,,68,68,58,58,20,20,2,2,,,,,181,181,38,38,42,42,68,68,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Et Mahala SHC (4877),HF4877 - Et Mahala SHC,4877,SHC,36.67572183,65.72294875,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,481,481,,,80,80,48,48,17,17,2,2,,,,,197,197,46,46,48,48,77,77,0,0,0,0,,0,0,0,0,0,0,0
SAF,SAF,Northern,Jawzjan,Sheberghaan,Et Mahala SHC (4877),HF4877 - Et Mahala SHC,4877,SHC,36.67572183,65.72294875,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,470,470,,,82,82,35,35,11,11,4,4,,,,,190,190,54,54,36,36,139,139,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,4727,4727,4,4,360,360,280,280,187,187,133,133,13,13,10,10,1358,1358,194,194,145,145,369,369,0,0,0,0,0,0,2,2,0,0,2,2
AKF,AKF,Central,Kabul,Chahar Asyab,Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,HER-AF,MoPH,Yes,Cable Generator,Complete,Network Well,Staff_Clients,Yes,3944,3944,3,3,350,350,258,258,184,184,115,115,14,14,6,6,734,734,148,148,146,146,227,227,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff,Yes,3408,3408,6,6,358,358,264,264,186,186,147,147,8,8,6,6,702,702,133,133,146,146,230,230,0,0,0,0,0,0,1,1,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,4049,4049,4,4,338,338,292,292,211,211,149,149,15,15,7,7,475,475,135,135,158,158,162,162,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,HER-AF,MoPH,Yes,Cable,Complete,Network Well,Staff_Clients,Yes,4116,4116,3,3,383,383,304,304,201,201,161,161,14,14,12,12,627,627,182,182,146,146,250,250,0,0,0,0,0,0,4,4,0,0,4,4
AKF,AKF,Central,Kabul,Chahar Asyab,Chaman Clinic (0028),HF0028 - Chaman Clinic,28,BHC,34.41752315,69.1837403,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,388,388,0,0,120,120,58,58,3,3,14,14,,,,,188,188,27,27,31,31,132,132,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chaman Clinic (0028),HF0028 - Chaman Clinic,28,BHC,34.41752315,69.1837403,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,410,410,0,0,103,103,54,54,6,6,20,20,,,,,198,198,44,44,60,60,150,150,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chaman Clinic (0028),HF0028 - Chaman Clinic,28,BHC,34.41752315,69.1837403,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Network Well,Staff_Clients,Yes,507,507,0,0,116,116,47,47,5,5,41,41,,,,,241,241,40,40,30,30,153,153,0,0,0,0,0,0,1,1,1,1,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Chaman Clinic (0028),HF0028 - Chaman Clinic,28,BHC,34.41752315,69.1837403,HER-AF,MoPH,Yes,Cable,Complete,Network Well,Staff_Clients,Yes,465,465,0,0,119,119,55,55,6,6,21,21,,,,,245,245,48,48,43,43,174,174,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Nawniaz SC (4160),HF4160 - Nawniaz SC,4160,SHC,34.3565558,69.1192686,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,327,327,,,51,51,34,34,1,1,16,16,,,,,208,208,21,21,21,21,51,51,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Nawniaz SC (4160),HF4160 - Nawniaz SC,4160,SHC,34.3565558,69.1192686,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,380,380,,,48,48,38,38,3,3,19,19,,,,,237,237,14,14,21,21,55,55,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Chahar Asyab,Nawniaz SC (4160),HF4160 - Nawniaz SC,4160,SHC,34.3565558,69.1192686,HER-AF,MoPH,Yes,Solar,Complete,Network Well,Staff_Clients,Yes,459,459,,,72,72,37,37,1,1,20,20,,,,,244,244,24,24,21,21,81,81,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Nawah Clinic (0002),HF0002 - Nawah Clinic,2,BHC,34.68501405,69.3295006,HER-AF,MoPH,Yes,Solar Generator,Partially,Well,Staff,Yes,423,423,0,0,152,152,29,29,2,2,16,16,,,,,241,241,77,77,55,55,125,125,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Nawah Clinic (0002),HF0002 - Nawah Clinic,2,BHC,34.68501405,69.3295006,HER-AF,MoPH,No,Solar Generator,Complete,Network Well,Staff_Clients,Yes,426,426,0,0,154,154,29,29,2,2,16,16,,,,,245,245,77,77,55,55,126,126,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Nawah Clinic (0002),HF0002 - Nawah Clinic,2,BHC,34.68501405,69.3295006,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,401,401,0,0,113,113,32,32,4,4,20,20,,,,,219,219,55,55,77,77,117,117,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Nawah Clinic (0002),HF0002 - Nawah Clinic,2,BHC,34.68501405,69.3295006,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,304,304,0,0,89,89,28,28,3,3,25,25,,,,,185,185,23,23,14,14,39,39,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HF0036 - Bakhtyaran Clinic,36,BHC,34.60893541,69.27705141,HER-AF,MoPH,Yes,Solar Generator,Partially,Well,Staff_Clients,Yes,1002,1002,1,1,225,225,32,32,12,12,42,42,,,,,415,415,193,193,144,144,308,308,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HF0036 - Bakhtyaran Clinic,36,BHC,34.60893541,69.27705141,HER-AF,MoPH,Yes,Generator Solar,Partially,Network Well,Staff_Clients,Yes,907,907,1,1,39,39,36,36,8,8,26,26,,,,,416,416,123,123,143,143,262,262,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HF0036 - Bakhtyaran Clinic,36,BHC,34.60893541,69.27705141,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,853,853,3,3,131,131,33,33,14,14,27,27,,,,,261,261,126,126,167,167,325,325,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HF0036 - Bakhtyaran Clinic,36,BHC,34.60893541,69.27705141,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,796,796,1,1,90,90,31,31,16,16,37,37,,,,,330,330,128,128,101,101,201,201,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Farza,Farza Clinic (1654),HF1654 - Farza Clinic,1654,CHC,34.7996479,69.0699753,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,1096,1096,1,1,202,202,49,49,22,22,26,26,0,0,9,0,421,421,101,101,96,96,321,321,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Farza,Farza Clinic (1654),HF1654 - Farza Clinic,1654,CHC,34.7996479,69.0699753,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,1112,1112,0,0,189,189,59,59,19,19,30,30,0,0,0,0,478,478,93,93,83,83,287,287,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Farza,Farza Clinic (1654),HF1654 - Farza Clinic,1654,CHC,34.7996479,69.0699753,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,912,912,0,0,194,194,47,47,26,26,32,32,0,0,0,0,381,381,92,92,66,66,319,319,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Farza,Farza Clinic (1654),HF1654 - Farza Clinic,1654,CHC,34.7996479,69.0699753,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,976,976,0,0,156,156,45,45,11,11,29,29,0,0,0,0,422,422,101,101,91,91,303,303,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,723,723,1,1,189,189,41,41,1,1,18,18,,,,,431,431,60,60,38,38,150,150,9,9,9,9,0,9,9,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,HER-AF,MoPH,Yes,Solar Cable,Complete,Well,Staff,Yes,572,572,0,0,127,127,45,45,1,1,18,18,,,,,349,349,64,64,72,72,190,190,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,464,464,1,1,120,120,35,35,1,1,14,14,,,,,310,310,38,38,37,37,148,148,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,548,548,0,0,161,161,47,47,1,1,28,28,,,,,450,450,39,39,50,50,174,174,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,HER-AF,MoPH,Yes,Cable,Complete,Well Network,Staff_Clients,Yes,466,466,2,2,134,134,44,44,1,1,25,25,,,,,208,208,47,47,39,39,137,137,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,HER-AF,MoPH,Yes,Solar,Partially,Surface,Staff_Clients,Yes,390,390,0,0,58,58,26,26,2,2,10,10,,,,,198,198,40,40,38,38,134,135,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,HER-AF,MoPH,Yes,Solar,Complete,Surface,Staff_Clients,Yes,569,569,0,0,43,43,26,26,2,2,19,19,,,,,191,191,39,39,42,42,132,132,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,HER-AF,MoPH,Yes,Solar,Partially,Surface,Staff_Clients,Yes,492,492,1,1,42,42,20,20,3,3,15,15,,,,,162,162,33,33,34,34,112,112,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,443,443,0,0,46,46,32,32,1,1,15,15,,,,,193,193,34,34,29,29,104,104,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Guldarah,Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,435,435,0,0,63,63,27,27,0,0,15,15,,,,,166,166,20,20,21,21,86,86,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,776,776,0,0,130,130,45,45,16,16,26,26,0,0,0,0,244,244,71,71,68,68,200,200,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,824,824,0,0,133,133,42,42,3,3,35,35,0,0,0,0,236,236,58,58,59,59,174,174,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,690,690,0,0,136,136,34,34,6,6,20,20,0,0,0,0,141,141,53,53,59,59,177,177,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,940,940,1,1,130,130,48,48,7,7,35,35,0,0,0,0,214,214,62,62,68,68,189,189,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,HER-AF,MoPH,Yes,Cable,Complete,Network Well,Staff_Clients,Yes,832,832,1,1,126,126,52,52,9,9,45,45,0,0,0,0,240,240,52,52,59,59,188,188,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Mahala Clinic (3177),HF3177 - Mahala Clinic,3177,BHC,34.8327887,69.0914077,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,512,512,0,0,82,82,38,38,0,0,14,14,,,,,168,168,45,45,50,50,99,99,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Mahala Clinic (3177),HF3177 - Mahala Clinic,3177,BHC,34.8327887,69.0914077,HER-AF,MoPH,Yes,Solar,Complete,Surface,Staff_Clients,Yes,503,503,0,0,85,85,42,42,1,1,19,19,,,,,167,167,30,30,33,33,68,68,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Mahala Clinic (3177),HF3177 - Mahala Clinic,3177,BHC,34.8327887,69.0914077,HER-AF,MoPH,Yes,Solar,Partially,Surface,Staff_Clients,Yes,511,511,0,0,70,70,32,32,0,0,22,22,,,,,166,166,28,28,30,30,115,115,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Istalif,Mahala Clinic (3177),HF3177 - Mahala Clinic,3177,BHC,34.8327887,69.0914077,HER-AF,MoPH,Yes,Solar,Partially,Surface,Staff_Clients,Yes,520,520,0,0,111,111,43,43,1,1,23,23,,,,,215,215,27,27,29,29,75,75,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kabul,Asya Bini SHC (2746),HF2746 - Asya Bini SHC,2746,SHC,34.49979275,69.0113905,HER-AF,Private,No,Cable,Partially,Well,Staff,Yes,342,342,,,160,160,81,81,19,19,16,16,,,,,202,202,59,59,48,48,116,116,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kabul,Asya Bini SHC (2746),HF2746 - Asya Bini SHC,2746,SHC,34.49979275,69.0113905,HER-AF,Private,Yes,Cable,Complete,Well,Staff_Clients,Yes,368,368,,,135,135,83,83,21,21,14,21,,,,,213,213,62,62,58,58,138,138,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kabul,Asya Bini SHC (2746),HF2746 - Asya Bini SHC,2746,SHC,34.49979275,69.0113905,HER-AF,Private,Yes,Cable,Complete,Network,Staff_Clients,Yes,420,420,,,126,126,76,76,14,14,15,15,,,,,395,395,57,57,63,63,129,129,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kalakan,Kalakan Clinic (0004),HF0004 - Kalakan Clinic,4,CHC,34.78758673,69.14626745,HER-AF,MoPH,No,Cable Generator,Complete,Network Well,Staff_Clients,Yes,1108,1108,1,1,172,172,46,46,14,14,43,43,0,0,0,0,390,390,43,43,39,39,125,125,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kalakan,Kalakan Clinic (0004),HF0004 - Kalakan Clinic,4,CHC,34.78758673,69.14626745,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,1064,1064,2,0,201,201,74,74,21,21,59,59,0,0,0,0,374,374,53,53,40,40,153,153,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Central,Kabul,Kalakan,Kalakan Clinic (0004),HF0004 - Kalakan Clinic,4,CHC,34.78758673,69.14626745,HER-AF,MoPH,Yes,Cable,Partially,Network,Staff_Clients,Yes,1360,1360,0,0,192,192,69,69,21,21,49,49,0,0,0,0,469,469,56,56,56,56,164,164,0,0,0,0,0,0,0,0,0,0,0,0
